state,msa,jobtitle,capacity,density,medianSalary
WA,"Seattle-Tacoma-Bellevue, WA","Geoscientists, Except Hydrologists and Geographers",0.412,1.64,78020
WA,"Seattle-Tacoma-Bellevue, WA",Hydrologists,0.110,2.26,97820
WA,"Seattle-Tacoma-Bellevue, WA","Physical Scientists, All Other",0.109,0.64,102870
WA,"Seattle-Tacoma-Bellevue, WA",Economists,0.096,0.69,84040
WA,"Seattle-Tacoma-Bellevue, WA",Survey Researchers,0.080,0.70,57220
WA,"Seattle-Tacoma-Bellevue, WA","Clinical, Counseling, and School Psychologists",0.518,0.67,68810
WA,"Seattle-Tacoma-Bellevue, WA","Psychologists, All Other",0.196,2.21,95430
WA,"Seattle-Tacoma-Bellevue, WA",Sociologists,0.036,2.19,67390
WA,"Seattle-Tacoma-Bellevue, WA",Urban and Regional Planners,0.683,2.58,81550
WA,"Seattle-Tacoma-Bellevue, WA",Anthropologists and Archeologists,0.027,0.51,68050
WA,"Seattle-Tacoma-Bellevue, WA",Political Scientists,0.049,1.17,61390
WA,"Seattle-Tacoma-Bellevue, WA","Social Scientists and Related Workers, All Other",0.261,1.10,67610
WA,"Seattle-Tacoma-Bellevue, WA",Agricultural and Food Science Technicians,0,0,35860
WA,"Seattle-Tacoma-Bellevue, WA",Biological Technicians,1.113,2.07,44210
WA,"Seattle-Tacoma-Bellevue, WA",Chemical Technicians,0.210,0.44,44450
WA,"Seattle-Tacoma-Bellevue, WA",Social Science Research Assistants,0.129,0.63,36300
WA,"Seattle-Tacoma-Bellevue, WA","Environmental Science and Protection Technicians, Including Health",0.289,1.16,56570
WA,"Seattle-Tacoma-Bellevue, WA",Forensic Science Technicians,0.104,1.04,65470
WA,"Seattle-Tacoma-Bellevue, WA",Forest and Conservation Technicians,0,0,34930
WA,"Seattle-Tacoma-Bellevue, WA","Life, Physical, and Social Science Technicians, All Other",0.279,0.56,50510
WA,"Seattle-Tacoma-Bellevue, WA",Community and Social Service Occupations,14.186,0.99,42380
WA,"Seattle-Tacoma-Bellevue, WA",Substance Abuse and Behavioral Disorder Counselors,0.652,1.03,44020
WA,"Seattle-Tacoma-Bellevue, WA","Educational, Guidance, School, and Vocational Counselors",1.386,0.76,57070
WA,"Seattle-Tacoma-Bellevue, WA",Marriage and Family Therapists,0.111,0.50,47830
WA,"Seattle-Tacoma-Bellevue, WA",Mental Health Counselors,0.867,0.98,42730
WA,"Seattle-Tacoma-Bellevue, WA",Rehabilitation Counselors,2.188,2.85,34720
WA,"Seattle-Tacoma-Bellevue, WA","Counselors, All Other",0.094,0.45,46520
WA,"Seattle-Tacoma-Bellevue, WA","Child, Family, and School Social Workers",1.783,0.84,50370
WA,"Seattle-Tacoma-Bellevue, WA",Healthcare Social Workers,1.081,1.00,57820
WA,"Seattle-Tacoma-Bellevue, WA",Mental Health and Substance Abuse Social Workers,0.746,0.92,43490
WA,"Seattle-Tacoma-Bellevue, WA","Social Workers, All Other",0.350,0.77,63820
WA,"Seattle-Tacoma-Bellevue, WA",Health Educators,0.574,1.36,49120
WA,"Seattle-Tacoma-Bellevue, WA",Probation Officers and Correctional Treatment Specialists,0.434,0.68,55040
WA,"Seattle-Tacoma-Bellevue, WA",Social and Human Service Assistants,3.003,1.14,29120
WA,"Seattle-Tacoma-Bellevue, WA",Community Health Workers,0.176,0.50,43800
WA,"Seattle-Tacoma-Bellevue, WA","Community and Social Service Specialists, All Other",0.423,0.61,45390
WA,"Seattle-Tacoma-Bellevue, WA",Clergy,0.191,0.55,56170
WA,"Seattle-Tacoma-Bellevue, WA","Directors, Religious Activities and Education",0.044,0.31,74410
WA,"Seattle-Tacoma-Bellevue, WA","Religious Workers, All Other",0.083,1.38,26230
WA,"Seattle-Tacoma-Bellevue, WA",Legal Occupations,8.125,1.04,78740
WA,"Seattle-Tacoma-Bellevue, WA",Lawyers,4.616,1.03,116140
WA,"Seattle-Tacoma-Bellevue, WA",Judicial Law Clerks,0.141,1.63,48650
WA,"Seattle-Tacoma-Bellevue, WA","Administrative Law Judges, Adjudicators, and Hearing Officers",0.100,0.96,94060
WA,"Seattle-Tacoma-Bellevue, WA","Arbitrators, Mediators, and Conciliators",0.043,0.87,77970
WA,"Seattle-Tacoma-Bellevue, WA","Judges, Magistrate Judges, and Magistrates",0.300,1.45,89340
WA,"Seattle-Tacoma-Bellevue, WA",Paralegals and Legal Assistants,2.039,1.01,59250
WA,"Seattle-Tacoma-Bellevue, WA",Court Reporters,0.103,0.76,50910
WA,"Seattle-Tacoma-Bellevue, WA","Title Examiners, Abstractors, and Searchers",0.500,1.28,45950
WA,"Seattle-Tacoma-Bellevue, WA","Legal Support Workers, All Other",0.283,0.85,57410
WA,"Seattle-Tacoma-Bellevue, WA","Education, Training, and Library Occupations",53.490,0.86,49390
WA,"Seattle-Tacoma-Bellevue, WA","Business Teachers, Postsecondary",0.392,0.62,58750
WA,"Seattle-Tacoma-Bellevue, WA","Computer Science Teachers, Postsecondary",0.166,0.63,68740
WA,"Seattle-Tacoma-Bellevue, WA","Mathematical Science Teachers, Postsecondary",0.254,0.63,64060
WA,"Seattle-Tacoma-Bellevue, WA","Engineering Teachers, Postsecondary",0.269,0.99,95440
WA,"Seattle-Tacoma-Bellevue, WA","Biological Science Teachers, Postsecondary",0.378,0.97,71890
WA,"Seattle-Tacoma-Bellevue, WA","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.134,1.66,90320
WA,"Seattle-Tacoma-Bellevue, WA","Chemistry Teachers, Postsecondary",0.140,0.88,59020
WA,"Seattle-Tacoma-Bellevue, WA","Environmental Science Teachers, Postsecondary",0.038,0.98,111940
WA,"Seattle-Tacoma-Bellevue, WA","Physics Teachers, Postsecondary",0.140,1.34,70760
WA,"Seattle-Tacoma-Bellevue, WA","Anthropology and Archeology Teachers, Postsecondary",0.066,1.46,0
WA,"Seattle-Tacoma-Bellevue, WA","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.076,1.12,61460
WA,"Seattle-Tacoma-Bellevue, WA","Economics Teachers, Postsecondary",0.062,0.61,63170
WA,"Seattle-Tacoma-Bellevue, WA","Geography Teachers, Postsecondary",0.031,0.93,69390
WA,"Seattle-Tacoma-Bellevue, WA","Political Science Teachers, Postsecondary",0.163,1.29,73220
WA,"Seattle-Tacoma-Bellevue, WA","Psychology Teachers, Postsecondary",0.252,0.90,56980
WA,"Seattle-Tacoma-Bellevue, WA","Sociology Teachers, Postsecondary",0.087,0.70,63180
WA,"Seattle-Tacoma-Bellevue, WA","Social Sciences Teachers, Postsecondary, All Other",0.045,0.55,61720
WA,"Seattle-Tacoma-Bellevue, WA","Health Specialties Teachers, Postsecondary",1.779,1.43,125540
WA,"Seattle-Tacoma-Bellevue, WA","Nursing Instructors and Teachers, Postsecondary",0.395,0.94,62810
WA,"Seattle-Tacoma-Bellevue, WA","Education Teachers, Postsecondary",0.334,0.75,60860
WA,"Seattle-Tacoma-Bellevue, WA","Library Science Teachers, Postsecondary",0.038,1.13,85020
WA,"Seattle-Tacoma-Bellevue, WA","Criminal Justice and Law Enforcement Teachers, Postsecondary",0.041,0.37,50920
WA,"Seattle-Tacoma-Bellevue, WA","Law Teachers, Postsecondary",0.077,0.65,95890
WA,"Seattle-Tacoma-Bellevue, WA","Social Work Teachers, Postsecondary",0.090,1.10,70270
WA,"Seattle-Tacoma-Bellevue, WA","Art, Drama, and Music Teachers, Postsecondary",0.537,0.74,60400
WA,"Seattle-Tacoma-Bellevue, WA","Communications Teachers, Postsecondary",0.142,0.65,52860
WA,"Seattle-Tacoma-Bellevue, WA","English Language and Literature Teachers, Postsecondary",0.438,0.78,54390
WA,"Seattle-Tacoma-Bellevue, WA","Foreign Language and Literature Teachers, Postsecondary",0.200,0.88,53820
WA,"Seattle-Tacoma-Bellevue, WA","History Teachers, Postsecondary",0.116,0.66,62680
WA,"Seattle-Tacoma-Bellevue, WA","Philosophy and Religion Teachers, Postsecondary",0.136,0.79,60480
WA,"Seattle-Tacoma-Bellevue, WA","Recreation and Fitness Studies Teachers, Postsecondary",0.097,0.70,47970
WA,"Seattle-Tacoma-Bellevue, WA","Vocational Education Teachers, Postsecondary",1.556,1.73,53970
WA,"Seattle-Tacoma-Bellevue, WA","Postsecondary Teachers, All Other",0.374,0.27,66800
WA,"Seattle-Tacoma-Bellevue, WA","Preschool Teachers, Except Special Education",2.733,1.05,28860
WA,"Seattle-Tacoma-Bellevue, WA","Kindergarten Teachers, Except Special Education",1.097,0.94,55460
WA,"Seattle-Tacoma-Bellevue, WA","Elementary School Teachers, Except Special Education",7.430,0.74,63100
WA,"Seattle-Tacoma-Bellevue, WA","Middle School Teachers, Except Special and Career/Technical Education",2.726,0.58,63720
WA,"Seattle-Tacoma-Bellevue, WA","Career/Technical Education Teachers, Middle School",0.057,0.56,67890
WA,"Seattle-Tacoma-Bellevue, WA","Secondary School Teachers, Except Special and Career/Technical Education",3.292,0.46,65290
WA,"Seattle-Tacoma-Bellevue, WA","Career/Technical Education Teachers, Secondary School",0.528,0.88,65370
WA,"Seattle-Tacoma-Bellevue, WA","Special Education Teachers, Preschool",0.129,0.72,60260
WA,"Seattle-Tacoma-Bellevue, WA","Special Education Teachers, Kindergarten and Elementary School",0.814,0.55,60480
WA,"Seattle-Tacoma-Bellevue, WA","Special Education Teachers, Middle School",0.323,0.46,61060
WA,"Seattle-Tacoma-Bellevue, WA","Special Education Teachers, Secondary School",0.503,0.50,63270
WA,"Seattle-Tacoma-Bellevue, WA","Special Education Teachers, All Other",0.023,0.08,45390
WA,"Seattle-Tacoma-Bellevue, WA",Adult Basic and Secondary Education and Literacy Teachers and Instructors,2.081,4.26,56540
WA,"Seattle-Tacoma-Bellevue, WA",Self-Enrichment Education Teachers,2.585,1.73,44190
WA,"Seattle-Tacoma-Bellevue, WA","Teachers and Instructors, All Other, Except Substitute Teachers",1.446,0.72,36740
WA,"Seattle-Tacoma-Bellevue, WA",Substitute Teachers,5.013,1.09,38550
WA,"Seattle-Tacoma-Bellevue, WA",Archivists,0.150,3.78,55690
WA,"Seattle-Tacoma-Bellevue, WA",Curators,0.081,0.98,58980
WA,"Seattle-Tacoma-Bellevue, WA",Museum Technicians and Conservators,0.145,1.98,34960
WA,"Seattle-Tacoma-Bellevue, WA",Librarians,1.022,1.04,69440
WA,"Seattle-Tacoma-Bellevue, WA",Library Technicians,0.778,1.12,43860
WA,"Seattle-Tacoma-Bellevue, WA",Audio-Visual and Multimedia Collections Specialists,0.025,0.38,45820
WA,"Seattle-Tacoma-Bellevue, WA",Instructional Coordinators,0.683,0.69,61820
WA,"Seattle-Tacoma-Bellevue, WA",Teacher Assistants,9.131,1.03,32500
WA,"Seattle-Tacoma-Bellevue, WA","Education, Training, and Library Workers, All Other",1.126,1.39,48840
WA,"Seattle-Tacoma-Bellevue, WA","Arts, Design, Entertainment, Sports, and Media Occupations",17.025,1.28,50460
WA,"Seattle-Tacoma-Bellevue, WA",Art Directors,0.337,1.37,97790
WA,"Seattle-Tacoma-Bellevue, WA","Fine Artists, Including Painters, Sculptors, and Illustrators",0.180,2.01,74130
WA,"Seattle-Tacoma-Bellevue, WA",Multimedia Artists and Animators,1.043,4.86,72960
WA,"Seattle-Tacoma-Bellevue, WA","Artists and Related Workers, All Other",0.031,0.54,61340
WA,"Seattle-Tacoma-Bellevue, WA",Commercial and Industrial Designers,0.211,0.97,71260
WA,"Seattle-Tacoma-Bellevue, WA",Fashion Designers,0.062,0.47,66290
WA,"Seattle-Tacoma-Bellevue, WA",Floral Designers,0.354,1.06,28500
WA,"Seattle-Tacoma-Bellevue, WA",Graphic Designers,1.775,1.21,57160
WA,"Seattle-Tacoma-Bellevue, WA",Interior Designers,0.817,2.45,49820
WA,"Seattle-Tacoma-Bellevue, WA",Merchandise Displayers and Window Trimmers,1.126,1.64,28920
WA,"Seattle-Tacoma-Bellevue, WA",Set and Exhibit Designers,0.033,0.42,45150
WA,"Seattle-Tacoma-Bellevue, WA","Designers, All Other",0.065,1.28,59720
WA,"Seattle-Tacoma-Bellevue, WA",Actors,0.141,0.32,0
WA,"Seattle-Tacoma-Bellevue, WA",Producers and Directors,0.899,1.25,59660
WA,"Seattle-Tacoma-Bellevue, WA",Athletes and Sports Competitors,0.191,2.24,74850
WA,"Seattle-Tacoma-Bellevue, WA",Coaches and Scouts,2.442,1.56,32490
WA,"Seattle-Tacoma-Bellevue, WA","Umpires, Referees, and Other Sports Officials",0.260,2.01,30240
WA,"Seattle-Tacoma-Bellevue, WA",Choreographers,0,0,77430
WA,"Seattle-Tacoma-Bellevue, WA",Music Directors and Composers,0.095,0.59,76150
WA,"Seattle-Tacoma-Bellevue, WA",Musicians and Singers,0.431,1.50,0
WA,"Seattle-Tacoma-Bellevue, WA","Entertainers and Performers, Sports and Related Workers, All Other",0.120,1.03,0
WA,"Seattle-Tacoma-Bellevue, WA",Radio and Television Announcers,0,0,39560
WA,"Seattle-Tacoma-Bellevue, WA",Public Address System and Other Announcers,0.041,0.74,21860
WA,"Seattle-Tacoma-Bellevue, WA",Reporters and Correspondents,0.236,0.76,38790
WA,"Seattle-Tacoma-Bellevue, WA",Public Relations Specialists,1.642,1.07,64350
WA,"Seattle-Tacoma-Bellevue, WA",Editors,0.998,1.38,58930
WA,"Seattle-Tacoma-Bellevue, WA",Technical Writers,0.499,1.40,83580
WA,"Seattle-Tacoma-Bellevue, WA",Writers and Authors,0.526,1.63,70730
WA,"Seattle-Tacoma-Bellevue, WA",Interpreters and Translators,0.425,1.16,45510
WA,"Seattle-Tacoma-Bellevue, WA","Media and Communication Workers, All Other",0.138,0.73,50190
WA,"Seattle-Tacoma-Bellevue, WA",Audio and Video Equipment Technicians,0.410,0.92,47350
WA,"Seattle-Tacoma-Bellevue, WA",Broadcast Technicians,0.178,0.90,29860
WA,"Seattle-Tacoma-Bellevue, WA",Sound Engineering Technicians,0.126,1.24,51230
WA,"Seattle-Tacoma-Bellevue, WA",Photographers,0.524,1.36,24050
WA,"Seattle-Tacoma-Bellevue, WA","Camera Operators, Television, Video, and Motion Picture",0.111,0.82,43100
WA,"Seattle-Tacoma-Bellevue, WA",Film and Video Editors,0.084,0.47,51770
WA,"Seattle-Tacoma-Bellevue, WA","Media and Communication Equipment Workers, All Other",0.079,0.60,61860
WA,"Seattle-Tacoma-Bellevue, WA",Healthcare Practitioners and Technical Occupations,49.246,0.85,76650
WA,"Seattle-Tacoma-Bellevue, WA",Chiropractors,0.208,0.94,54950
WA,"Seattle-Tacoma-Bellevue, WA","Dentists, General",0.796,1.10,178740
WA,"Seattle-Tacoma-Bellevue, WA",Oral and Maxillofacial Surgeons,0,0,0
WA,"Seattle-Tacoma-Bellevue, WA","Dentists, All Other Specialists",0.052,1.28,176130
WA,"Seattle-Tacoma-Bellevue, WA",Dietitians and Nutritionists,0.597,1.36,67320
WA,"Seattle-Tacoma-Bellevue, WA",Optometrists,0.200,0.81,102560
WA,"Seattle-Tacoma-Bellevue, WA",Pharmacists,1.733,0.81,121640
WA,"Seattle-Tacoma-Bellevue, WA",Anesthesiologists,0,0,0
WA,"Seattle-Tacoma-Bellevue, WA",Family and General Practitioners,0.508,0.55,179280
WA,"Seattle-Tacoma-Bellevue, WA","Internists, General",0.198,0.55,0
WA,"Seattle-Tacoma-Bellevue, WA",Obstetricians and Gynecologists,0,0,0
WA,"Seattle-Tacoma-Bellevue, WA","Pediatricians, General",0.105,0.46,0
WA,"Seattle-Tacoma-Bellevue, WA",Psychiatrists,0.114,0.62,179290
WA,"Seattle-Tacoma-Bellevue, WA",Surgeons,0.252,0.83,0
WA,"Seattle-Tacoma-Bellevue, WA","Physicians and Surgeons, All Other",1.695,0.74,0
WA,"Seattle-Tacoma-Bellevue, WA",Physician Assistants,0.621,0.92,109810
WA,"Seattle-Tacoma-Bellevue, WA",Podiatrists,0.033,0.51,134340
WA,"Seattle-Tacoma-Bellevue, WA",Occupational Therapists,0.844,1.03,84050
WA,"Seattle-Tacoma-Bellevue, WA",Physical Therapists,1.659,1.12,83140
WA,"Seattle-Tacoma-Bellevue, WA",Radiation Therapists,0.114,0.94,105060
WA,"Seattle-Tacoma-Bellevue, WA",Recreational Therapists,0.085,0.64,49910
WA,"Seattle-Tacoma-Bellevue, WA",Respiratory Therapists,0.501,0.57,68120
WA,"Seattle-Tacoma-Bellevue, WA",Speech-Language Pathologists,0.865,0.92,70810
WA,"Seattle-Tacoma-Bellevue, WA","Therapists, All Other",0.033,0.38,61080
WA,"Seattle-Tacoma-Bellevue, WA",Veterinarians,0.493,1.07,83500
WA,"Seattle-Tacoma-Bellevue, WA",Registered Nurses,16.843,0.85,82370
WA,"Seattle-Tacoma-Bellevue, WA",Nurse Anesthetists,0.073,0.27,147610
WA,"Seattle-Tacoma-Bellevue, WA",Nurse Midwives,0.026,0.68,93160
WA,"Seattle-Tacoma-Bellevue, WA",Nurse Practitioners,0.775,0.86,102940
WA,"Seattle-Tacoma-Bellevue, WA",Audiologists,0.131,1.44,74570
WA,"Seattle-Tacoma-Bellevue, WA","Health Diagnosing and Treating Practitioners, All Other",0.427,1.63,77850
WA,"Seattle-Tacoma-Bellevue, WA",Medical and Clinical Laboratory Technologists,1.355,1.13,67070
WA,"Seattle-Tacoma-Bellevue, WA",Medical and Clinical Laboratory Technicians,0.946,0.80,42280
WA,"Seattle-Tacoma-Bellevue, WA",Dental Hygienists,1.810,1.24,93700
WA,"Seattle-Tacoma-Bellevue, WA",Cardiovascular Technologists and Technicians,0.315,0.83,67180
WA,"Seattle-Tacoma-Bellevue, WA",Diagnostic Medical Sonographers,0.422,0.95,85940
WA,"Seattle-Tacoma-Bellevue, WA",Nuclear Medicine Technologists,0.146,0.97,87420
WA,"Seattle-Tacoma-Bellevue, WA",Radiologic Technologists,1.248,0.87,70810
WA,"Seattle-Tacoma-Bellevue, WA",Magnetic Resonance Imaging Technologists,0.315,1.29,83640
WA,"Seattle-Tacoma-Bellevue, WA",Emergency Medical Technicians and Paramedics,0.741,0.42,57950
WA,"Seattle-Tacoma-Bellevue, WA",Dietetic Technicians,0.223,1.05,38550
WA,"Seattle-Tacoma-Bellevue, WA",Pharmacy Technicians,2.339,0.86,41590
WA,"Seattle-Tacoma-Bellevue, WA",Psychiatric Technicians,0.238,0.50,36590
WA,"Seattle-Tacoma-Bellevue, WA",Respiratory Therapy Technicians,0,0,67820
WA,"Seattle-Tacoma-Bellevue, WA",Surgical Technologists,0.578,0.79,51280
WA,"Seattle-Tacoma-Bellevue, WA",Veterinary Technologists and Technicians,0.606,0.88,34590
WA,"Seattle-Tacoma-Bellevue, WA",Ophthalmic Medical Technicians,0.330,1.22,42440
WA,"Seattle-Tacoma-Bellevue, WA",Licensed Practical and Licensed Vocational Nurses,2.314,0.45,51230
WA,"Seattle-Tacoma-Bellevue, WA",Medical Records and Health Information Technicians,1.633,1.19,41890
WA,"Seattle-Tacoma-Bellevue, WA","Opticians, Dispensing",0.412,0.76,48700
WA,"Seattle-Tacoma-Bellevue, WA",Orthotists and Prosthetists,0.072,1.25,59800
WA,"Seattle-Tacoma-Bellevue, WA",Hearing Aid Specialists,0.060,1.44,51350
WA,"Seattle-Tacoma-Bellevue, WA","Health Technologists and Technicians, All Other",1.284,1.80,49050
WA,"Seattle-Tacoma-Bellevue, WA",Occupational Health and Safety Specialists,0.755,1.57,80770
WA,"Seattle-Tacoma-Bellevue, WA",Occupational Health and Safety Technicians,0.053,0.51,54710
WA,"Seattle-Tacoma-Bellevue, WA",Athletic Trainers,0.078,0.47,49080
WA,"Seattle-Tacoma-Bellevue, WA","Healthcare Practitioners and Technical Workers, All Other",0.382,1.26,54360
WA,"Seattle-Tacoma-Bellevue, WA",Healthcare Support Occupations,23.433,0.80,33410
WA,"Seattle-Tacoma-Bellevue, WA",Home Health Aides,3.133,0.53,25730
WA,"Seattle-Tacoma-Bellevue, WA",Psychiatric Aides,0.136,0.25,26180
WA,"Seattle-Tacoma-Bellevue, WA",Nursing Assistants,6.669,0.63,30380
WA,"Seattle-Tacoma-Bellevue, WA",Orderlies,0.142,0.37,28230
WA,"Seattle-Tacoma-Bellevue, WA",Occupational Therapy Assistants,0.142,0.59,62240
WA,"Seattle-Tacoma-Bellevue, WA",Physical Therapist Assistants,0.436,0.77,56820
WA,"Seattle-Tacoma-Bellevue, WA",Physical Therapist Aides,0.174,0.48,28030
WA,"Seattle-Tacoma-Bellevue, WA",Massage Therapists,1.647,2.54,43490
WA,"Seattle-Tacoma-Bellevue, WA",Dental Assistants,3.190,1.37,41340
WA,"Seattle-Tacoma-Bellevue, WA",Medical Assistants,4.016,0.93,36820
WA,"Seattle-Tacoma-Bellevue, WA",Medical Equipment Preparers,0.527,1.41,35190
WA,"Seattle-Tacoma-Bellevue, WA",Medical Transcriptionists,0.521,1.15,43040
WA,"Seattle-Tacoma-Bellevue, WA",Pharmacy Aides,0.315,1.03,28840
WA,"Seattle-Tacoma-Bellevue, WA",Veterinary Assistants and Laboratory Animal Caretakers,0.674,1.28,27200
WA,"Seattle-Tacoma-Bellevue, WA",Phlebotomists,0.582,0.70,34690
WA,"Seattle-Tacoma-Bellevue, WA","Healthcare Support Workers, All Other",1.116,1.52,37330
WA,"Seattle-Tacoma-Bellevue, WA",Protective Service Occupations,18.392,0.75,45680
WA,"Seattle-Tacoma-Bellevue, WA",First-Line Supervisors of Correctional Officers,0.154,0.46,69260
WA,"Seattle-Tacoma-Bellevue, WA",First-Line Supervisors of Police and Detectives,0.622,0.83,104320
WA,"Seattle-Tacoma-Bellevue, WA",First-Line Supervisors of Fire Fighting and Prevention Workers,0.621,1.40,97200
WA,"Seattle-Tacoma-Bellevue, WA","First-Line Supervisors of Protective Service Workers, All Other",0.644,1.29,48360
WA,"Seattle-Tacoma-Bellevue, WA",Firefighters,2.121,0.93,78370
WA,"Seattle-Tacoma-Bellevue, WA",Fire Inspectors and Investigators,0.055,0.65,94140
WA,"Seattle-Tacoma-Bellevue, WA",Bailiffs,0.059,0.49,57340
WA,"Seattle-Tacoma-Bellevue, WA",Correctional Officers and Jailers,1.381,0.43,54410
WA,"Seattle-Tacoma-Bellevue, WA",Detectives and Criminal Investigators,0.406,0.50,97350
WA,"Seattle-Tacoma-Bellevue, WA",Fish and Game Wardens,0.017,0.40,59020
WA,"Seattle-Tacoma-Bellevue, WA",Parking Enforcement Workers,0.092,1.43,52430
WA,"Seattle-Tacoma-Bellevue, WA",Police and Sheriff's Patrol Officers,2.381,0.50,80340
WA,"Seattle-Tacoma-Bellevue, WA",Transit and Railroad Police,0.020,0.80,42410
WA,"Seattle-Tacoma-Bellevue, WA",Animal Control Workers,0.046,0.46,55680
WA,"Seattle-Tacoma-Bellevue, WA",Private Detectives and Investigators,0.123,0.62,45630
WA,"Seattle-Tacoma-Bellevue, WA",Gaming Surveillance Officers and Gaming Investigators,0.125,1.69,29490
